   July 21,2005		 Java Astrodynamics Toolkit: Harris-Priester data taken from GTDS
				 Modified to include line numbers (first line = 0) and exponential format

   MAY 15,2002           TRAMP VERSION: GNCC 2.1 05/15/2002                                        PAGE    38

                             DATA MANAGEMENT REPORT OF THE PERMANENT FILES  -- ATMOSPHERIC DENSITY   

                                        DSNAME: \\Gncc1\Tools\Navigation\GTDS\Environment\atmosden.pc                                   
***************************************************************************************************************


MODEL NUMBER:   1
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=65               
LINE:  78

MODEL NUMBER:   2
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=75   
LINE:  158

MODEL NUMBER:   3
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=100              
LINE:  238

MODEL NUMBER:   4
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=125              
LINE:  318

MODEL NUMBER:   5
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=150              
LINE:  398

MODEL NUMBER:   6
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=175              
LINE:  478

MODEL NUMBER:   7
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=200              
LINE:  558

MODEL NUMBER:   8
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=225              
LINE:  638

MODEL NUMBER:   9
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=250              
LINE:  718

MODEL NUMBER:  10
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=275              
LINE:  798
***************************************************************************************************************
   MAY 15,2002           TRAMP VERSION: GNCC 2.1 05/15/2002                                        PAGE    39

                             DATA MANAGEMENT REPORT OF THE PERMANENT FILES  -- ATMOSPHERIC DENSITY   

                                        DSNAME: \\Gncc1\Tools\Navigation\GTDS\Environment\atmosden.pc                                   



MODEL NUMBER:   1
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=65               

ATMOSPHERIC DENSITY MODEL

         ALTITUDE           MINIMUM DENSITY       MAXIMUM DENSITY
       4.4000000E+02         1.5230000E-03         5.6650000E-03
       4.6000000E+02         1.0960000E-03         4.4330000E-03
       4.8000000E+02         7.9340000E-04         3.4910000E-03
       5.0000000E+02         5.7820000E-04         2.7660000E-03
       5.2000000E+02         4.2370000E-04         2.2030000E-03
       5.4000000E+02         3.1220000E-04         1.7630000E-03
       5.6000000E+02         2.3130000E-04         1.4170000E-03
       5.8000000E+02         1.7230000E-04         1.1430000E-03
       6.0000000E+02         1.2900000E-04         9.2580000E-04
       6.2000000E+02         9.7240000E-05         7.5230000E-04
       6.4000000E+02         7.3740000E-05         6.1330000E-04
       6.6000000E+02         5.6310000E-05         5.0140000E-04
       6.8000000E+02         4.3340000E-05         4.1110000E-04
       7.0000000E+02         3.3630000E-05         3.3800000E-04
       7.2000000E+02         2.6340000E-05         2.7870000E-04
       7.4000000E+02         2.0840000E-05         2.3030000E-04
       7.6000000E+02         1.6660000E-05         1.9080000E-04
       7.8000000E+02         1.3470000E-05         1.5850000E-04
       8.0000000E+02         1.1030000E-05         1.3200000E-04
       8.5000000E+02         7.8000000E-06         9.2000000E-05
       9.0000000E+02         5.1000000E-06         6.3000000E-05
       9.5000000E+02         3.4500000E-06         4.1000000E-05
       1.0000000E+03         2.6000000E-06         2.8500000E-05
       1.1000000E+03         1.6000000E-06         1.4000000E-05
       1.2000000E+03         1.0000000E-06         7.4000000E-06
       1.3000000E+03         7.0000000E-07         4.3000000E-06
       1.4000000E+03         5.4300000E-07         2.6000000E-06
       1.5000000E+03         4.0000000E-07         1.7000000E-06
       1.6000000E+03         2.9000000E-07         1.2000000E-06
       1.7000000E+03         2.3000000E-07         9.4000000E-07
       1.8000000E+03         1.7500000E-07         7.4000000E-07
       1.9000000E+03         1.4000000E-07         6.0000000E-07
       2.0000000E+03         1.0900000E-07         5.2000000E-07



END OF PERMANENT ATMOSPHERIC DENSITY REPORT
   MAY 15,2002           TRAMP VERSION: GNCC 2.1 05/15/2002                                        PAGE    45

                             DATA MANAGEMENT REPORT OF THE PERMANENT FILES  -- ATMOSPHERIC DENSITY   

                                        DSNAME: \\Gncc1\Tools\Navigation\GTDS\Environment\atmosden.pc                                   



MODEL NUMBER:   7
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=200              

ATMOSPHERIC DENSITY MODEL

         ALTITUDE           MINIMUM DENSITY       MAXIMUM DENSITY
          (IN KM)           (IN KG/KM**3)          (IN KG/KM**3)

       1.1000000E+02         7.8000000E+01         7.8000000E+01
       1.2000000E+02         2.4900000E+01         2.4900000E+01
       1.3000000E+02         8.0680000E+00         8.3810000E+00
       1.4000000E+02         3.8110000E+00         3.9640000E+00
       1.5000000E+02         2.1300000E+00         2.2220000E+00
       1.6000000E+02         1.3130000E+00         1.3860000E+00
       1.7000000E+02         8.5680000E-01         9.2780000E-01
       1.8000000E+02         5.9370000E-01         6.5310000E-01
       1.9000000E+02         4.2380000E-01         4.7720000E-01
       2.0000000E+02         3.1000000E-01         3.5990000E-01
       2.1000000E+02         2.2970000E-01         2.7780000E-01
       2.2000000E+02         1.7320000E-01         2.1940000E-01
       2.3000000E+02         1.3260000E-01         1.7590000E-01
       2.4000000E+02         1.0290000E-01         1.4280000E-01
       2.5000000E+02         8.0730000E-02         1.1710000E-01
       2.6000000E+02         6.3980000E-02         9.6890000E-02
       2.7000000E+02         5.1170000E-02         8.0800000E-02
       2.8000000E+02         4.1240000E-02         6.7840000E-02
       2.9000000E+02         3.3490000E-02         5.7350000E-02
       3.0000000E+02         2.7350000E-02         4.8850000E-02
       3.2000000E+02         1.8380000E-02         3.5950000E-02
       3.4000000E+02         1.2600000E-02         2.6870000E-02
       3.6000000E+02         8.7780000E-03         2.0350000E-02
       3.8000000E+02         6.2050000E-03         1.5600000E-02
       4.0000000E+02         4.4410000E-03         1.2070000E-02
       4.2000000E+02         3.2100000E-03         9.4170000E-03
       4.4000000E+02         2.3430000E-03         7.4110000E-03
       4.6000000E+02         1.7230000E-03         5.8740000E-03
       4.8000000E+02         1.2760000E-03         4.6860000E-03
       5.0000000E+02         9.5060000E-04         3.7600000E-03
       5.2000000E+02         7.1220000E-04         3.0330000E-03
       5.4000000E+02         5.3620000E-04         2.4580000E-03
       5.6000000E+02         4.0570000E-04         2.0010000E-03
       5.8000000E+02         3.0830000E-04         1.6350000E-03
       6.0000000E+02         2.3540000E-04         1.3410000E-03
       6.2000000E+02         1.8050000E-04         1.1040000E-03
       6.4000000E+02         1.3900000E-04         9.1140000E-04
       6.6000000E+02         1.0760000E-04         7.5470000E-04
       6.8000000E+02         8.3720000E-05         6.2670000E-04
       7.0000000E+02         6.5490000E-05         5.2180000E-04
       7.2000000E+02         5.1530000E-05         4.3550000E-04
       7.4000000E+02         4.0800000E-05         3.6430000E-04
       7.6000000E+02         3.2530000E-05         3.0550000E-04
       7.8000000E+02         2.6130000E-05         2.5670000E-04
       8.0000000E+02         2.1160000E-05         2.1620000E-04
       8.5000000E+02         1.3000000E-05         1.4000000E-04
       9.0000000E+02         7.9000000E-06         9.4000000E-05
       9.5000000E+02         5.0000000E-06         6.4000000E-05
       1.0000000E+03         3.5000000E-06         4.4000000E-05
       1.1000000E+03         2.1000000E-06         2.2000000E-05
       1.2000000E+03         1.3000000E-06         1.1000000E-05
       1.3000000E+03         9.0000000E-07         6.2000000E-06
       1.4000000E+03         6.8000000E-07         3.6000000E-06
       1.5000000E+03         5.0000000E-07         2.2500000E-06
       1.6000000E+03         3.7000000E-07         1.5500000E-06
       1.7000000E+03         3.0000000E-07         1.2000000E-06
       1.8000000E+03         2.3200000E-07         9.0000000E-07
       1.9000000E+03         1.8200000E-07         7.3000000E-07
       2.0000000E+03         1.4500000E-07         6.0000000E-07



END OF PERMANENT ATMOSPHERIC DENSITY REPORT
   MAY 15,2002           TRAMP VERSION: GNCC 2.1 05/15/2002                                        PAGE    46

                             DATA MANAGEMENT REPORT OF THE PERMANENT FILES  -- ATMOSPHERIC DENSITY   

                                        DSNAME: \\Gncc1\Tools\Navigation\GTDS\Environment\atmosden.pc                                   



MODEL NUMBER:   8
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=225              

ATMOSPHERIC DENSITY MODEL

         ALTITUDE           MINIMUM DENSITY       MAXIMUM DENSITY
          (IN KM)           (IN KG/KM**3)          (IN KG/KM**3)

       1.1000000E+02         7.8000000E+01         7.8000000E+01
       1.2000000E+02         2.4900000E+01         2.4900000E+01
       1.3000000E+02         7.9560000E+00         8.2620000E+00
       1.4000000E+02         3.7770000E+00         3.9290000E+00
       1.5000000E+02         2.1280000E+00         2.2210000E+00
       1.6000000E+02         1.3240000E+00         1.3970000E+00
       1.7000000E+02         8.7820000E-01         9.4480000E-01
       1.8000000E+02         6.1190000E-01         6.7050000E-01
       1.9000000E+02         4.3800000E-01         4.9380000E-01
       2.0000000E+02         3.2300000E-01         3.7510000E-01
       2.1000000E+02         2.4410000E-01         2.9130000E-01
       2.2000000E+02         1.8680000E-01         2.3170000E-01
       2.3000000E+02         1.4450000E-01         1.8700000E-01
       2.4000000E+02         1.1330000E-01         1.5280000E-01
       2.5000000E+02         8.9760000E-02         1.2620000E-01
       2.6000000E+02         7.1820000E-02         1.0510000E-01
       2.7000000E+02         5.7950000E-02         8.8200000E-02
       2.8000000E+02         4.7130000E-02         7.4520000E-02
       2.9000000E+02         3.8500000E-02         6.3470000E-02
       3.0000000E+02         3.1540000E-02         5.4390000E-02
       3.2000000E+02         2.1520000E-02         4.0480000E-02
       3.4000000E+02         1.4960000E-02         3.0590000E-02
       3.6000000E+02         1.0570000E-02         2.3420000E-02
       3.8000000E+02         7.5690000E-03         1.8130000E-02
       4.0000000E+02         5.4870000E-03         1.4170000E-02
       4.2000000E+02         4.0140000E-03         1.1160000E-02
       4.4000000E+02         2.9670000E-03         8.8630000E-03
       4.6000000E+02         2.2100000E-03         7.0900000E-03
       4.8000000E+02         1.6570000E-03         5.7070000E-03
       5.0000000E+02         1.2510000E-03         4.6200000E-03
       5.2000000E+02         9.4890000E-04         3.7590000E-03
       5.4000000E+02         7.2360000E-04         3.0740000E-03
       5.6000000E+02         5.5430000E-04         2.5240000E-03
       5.8000000E+02         4.2640000E-04         2.0810000E-03
       6.0000000E+02         3.2940000E-04         1.7220000E-03
       6.2000000E+02         2.5550000E-04         1.4300000E-03
       6.4000000E+02         1.9890000E-04         1.1910000E-03
       6.6000000E+02         1.5550000E-04         9.9500000E-04
       6.8000000E+02         1.2210000E-04         8.3350000E-04
       7.0000000E+02         9.6310000E-05         7.0000000E-04
       7.2000000E+02         7.6300000E-05         5.8930000E-04
       7.4000000E+02         6.0740000E-05         4.9730000E-04
       7.6000000E+02         4.8620000E-05         4.2060000E-04
       7.8000000E+02         3.9130000E-05         3.5640000E-04
       8.0000000E+02         3.1690000E-05         3.0270000E-04
       8.5000000E+02         2.0000000E-05         2.0000000E-04
       9.0000000E+02         1.2000000E-05         1.3500000E-04
       9.5000000E+02         7.7000000E-06         9.3000000E-05
       1.0000000E+03         5.1000000E-06         6.8000000E-05
       1.1000000E+03         2.8000000E-06         3.4000000E-05
       1.2000000E+03         1.6800000E-06         1.7000000E-05
       1.3000000E+03         1.1000000E-06         9.4000000E-06
       1.4000000E+03         8.1000000E-07         5.2000000E-06
       1.5000000E+03         6.0000000E-07         3.2000000E-06
       1.6000000E+03         4.5000000E-07         2.2000000E-06
       1.7000000E+03         3.6000000E-07         1.6000000E-06
       1.8000000E+03         2.8000000E-07         1.2000000E-06
       1.9000000E+03         2.2500000E-07         9.1000000E-07
       2.0000000E+03         1.7800000E-07         7.2000000E-07



END OF PERMANENT ATMOSPHERIC DENSITY REPORT
   MAY 15,2002           TRAMP VERSION: GNCC 2.1 05/15/2002                                        PAGE    47

                             DATA MANAGEMENT REPORT OF THE PERMANENT FILES  -- ATMOSPHERIC DENSITY   

                                        DSNAME: \\Gncc1\Tools\Navigation\GTDS\Environment\atmosden.pc                                   



MODEL NUMBER:   9
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=250              

ATMOSPHERIC DENSITY MODEL

         ALTITUDE           MINIMUM DENSITY       MAXIMUM DENSITY
          (IN KM)           (IN KG/KM**3)          (IN KG/KM**3)

       1.1000000E+02         7.8000000E+01         7.8000000E+01
       1.2000000E+02         2.4900000E+01         2.4900000E+01
       1.3000000E+02         7.8320000E+00         8.1210000E+00
       1.4000000E+02         3.7420000E+00         3.8850000E+00
       1.5000000E+02         2.1300000E+00         2.2200000E+00
       1.6000000E+02         1.3400000E+00         1.4100000E+00
       1.7000000E+02         9.0040000E-01         9.6240000E-01
       1.8000000E+02         6.3500000E-01         6.8890000E-01
       1.9000000E+02         4.6120000E-01         5.1190000E-01
       2.0000000E+02         3.4400000E-01         3.9040000E-01
       2.1000000E+02         2.6270000E-01         3.0640000E-01
       2.2000000E+02         2.0400000E-01         2.4510000E-01
       2.3000000E+02         1.5970000E-01         1.9910000E-01
       2.4000000E+02         1.2660000E-01         1.6380000E-01
       2.5000000E+02         1.0140000E-01         1.3600000E-01
       2.6000000E+02         8.1960000E-02         1.1400000E-01
       2.7000000E+02         6.6790000E-02         9.6270000E-02
       2.8000000E+02         5.4820000E-02         8.1950000E-02
       2.9000000E+02         4.5080000E-02         7.0250000E-02
       3.0000000E+02         3.7270000E-02         6.0530000E-02
       3.2000000E+02         2.5860000E-02         4.5540000E-02
       3.4000000E+02         1.8270000E-02         3.4770000E-02
       3.6000000E+02         1.3100000E-02         2.6890000E-02
       3.8000000E+02         9.5190000E-03         2.1010000E-02
       4.0000000E+02         6.9970000E-03         1.6580000E-02
       4.2000000E+02         5.1910000E-03         1.3170000E-02
       4.4000000E+02         3.8890000E-03         1.0560000E-02
       4.6000000E+02         2.9360000E-03         8.5180000E-03
       4.8000000E+02         2.2320000E-03         6.9150000E-03
       5.0000000E+02         1.7080000E-03         5.6450000E-03
       5.2000000E+02         1.3140000E-03         4.6310000E-03
       5.4000000E+02         1.0150000E-03         3.8180000E-03
       5.6000000E+02         7.8850000E-04         3.1610000E-03
       5.8000000E+02         6.1490000E-04         2.6270000E-03
       6.0000000E+02         4.8130000E-04         2.1920000E-03
       6.2000000E+02         3.7820000E-04         1.8350000E-03
       6.4000000E+02         2.9820000E-04         1.5410000E-03
       6.6000000E+02         2.3600000E-04         1.2980000E-03
       6.8000000E+02         1.8740000E-04         1.0960000E-03
       7.0000000E+02         1.4940000E-04         9.2810000E-04
       7.2000000E+02         1.1950000E-04         7.8780000E-04
       7.4000000E+02         9.5950000E-05         6.7020000E-04
       7.6000000E+02         7.7350000E-05         5.7140000E-04
       7.8000000E+02         6.2620000E-05         4.8810000E-04
       8.0000000E+02         5.0920000E-05         4.1790000E-04
       8.5000000E+02         3.1000000E-05         2.7000000E-04
       9.0000000E+02         1.8000000E-05         1.8000000E-04
       9.5000000E+02         1.1500000E-05         1.3000000E-04
       1.0000000E+03         7.6000000E-06         9.6000000E-05
       1.1000000E+03         3.8000000E-06         5.1000000E-05
       1.2000000E+03         2.1000000E-06         2.5000000E-05
       1.3000000E+03         1.3200000E-06         1.4000000E-05
       1.4000000E+03         9.4000000E-07         8.1000000E-06
       1.5000000E+03         7.0000000E-07         5.0000000E-06
       1.6000000E+03         5.2000000E-07         3.4500000E-06
       1.7000000E+03         4.1000000E-07         2.4000000E-06
       1.8000000E+03         3.3000000E-07         1.6200000E-06
       1.9000000E+03         2.6000000E-07         1.2000000E-06
       2.0000000E+03         2.1000000E-07         9.4000000E-07



END OF PERMANENT ATMOSPHERIC DENSITY REPORT
   MAY 15,2002           TRAMP VERSION: GNCC 2.1 05/15/2002                                        PAGE    48

                             DATA MANAGEMENT REPORT OF THE PERMANENT FILES  -- ATMOSPHERIC DENSITY   

                                        DSNAME: \\Gncc1\Tools\Navigation\GTDS\Environment\atmosden.pc                                   



MODEL NUMBER:  10
NUMBER OF ENTRIES IN DENSITY ARRAY: 59
MODEL NAME: 1964 HARRIS/PRIESTER ATMOSPHERE (MIN-MAX) 0-2000 KM  F=275              

ATMOSPHERIC DENSITY MODEL

         ALTITUDE           MINIMUM DENSITY       MAXIMUM DENSITY
          (IN KM)           (IN KG/KM**3)          (IN KG/KM**3)

       1.1000000E+02         7.8000000E+01         7.8000000E+01
       1.2000000E+02         2.4900000E+01         2.4900000E+01
       1.3000000E+02         7.7170000E+00         7.9840000E+00
       1.4000000E+02         3.7100000E+00         3.8410000E+00
       1.5000000E+02         2.1320000E+00         2.2150000E+00
       1.6000000E+02         1.3550000E+00         1.4200000E+00
       1.7000000E+02         9.2070000E-01         9.7750000E-01
       1.8000000E+02         6.5630000E-01         7.0520000E-01
       1.9000000E+02         4.8310000E-01         5.2800000E-01
       2.0000000E+02         3.6440000E-01         4.0640000E-01
       2.1000000E+02         2.8130000E-01         3.2010000E-01
       2.2000000E+02         2.2100000E-01         2.5740000E-01
       2.3000000E+02         1.7500000E-01         2.1020000E-01
       2.4000000E+02         1.4020000E-01         1.7370000E-01
       2.5000000E+02         1.1350000E-01         1.4510000E-01
       2.6000000E+02         9.2740000E-02         1.2220000E-01
       2.7000000E+02         7.6130000E-02         1.0380000E-01
       2.8000000E+02         6.2790000E-02         8.8910000E-02
       2.9000000E+02         5.2100000E-02         7.6560000E-02
       3.0000000E+02         4.3460000E-02         6.6250000E-02
       3.2000000E+02         3.0670000E-02         5.0260000E-02
       3.4000000E+02         2.2010000E-02         3.8690000E-02
       3.6000000E+02         1.6020000E-02         3.0150000E-02
       3.8000000E+02         1.1810000E-02         2.3750000E-02
       4.0000000E+02         8.8040000E-03         1.8870000E-02
       4.2000000E+02         6.6200000E-03         1.5110000E-02
       4.4000000E+02         5.0250000E-03         1.2190000E-02
       4.6000000E+02         3.8440000E-03         9.9060000E-03
       4.8000000E+02         2.9610000E-03         8.0910000E-03
       5.0000000E+02         2.2950000E-03         6.6540000E-03
       5.2000000E+02         1.7880000E-03         5.4970000E-03
       5.4000000E+02         1.4000000E-03         4.5610000E-03
       5.6000000E+02         1.1020000E-03         3.8010000E-03
       5.8000000E+02         8.7020000E-04         3.1800000E-03
       6.0000000E+02         6.9000000E-04         2.6710000E-03
       6.2000000E+02         5.4910000E-04         2.2510000E-03
       6.4000000E+02         4.3840000E-04         1.9020000E-03
       6.6000000E+02         3.5120000E-04         1.6130000E-03
       6.8000000E+02         2.8220000E-04         1.3710000E-03
       7.0000000E+02         2.2750000E-04         1.1690000E-03
       7.2000000E+02         1.8400000E-04         9.9840000E-04
       7.4000000E+02         1.4920000E-04         8.5500000E-04
       7.6000000E+02         1.2140000E-04         7.3380000E-04
       7.8000000E+02         9.9120000E-05         6.3100000E-04
       8.0000000E+02         8.1190000E-05         5.4370000E-04
       8.5000000E+02         4.4000000E-05         3.6500000E-04
       9.0000000E+02         2.7000000E-05         2.4000000E-04
       9.5000000E+02         1.7000000E-05         1.7500000E-04
       1.0000000E+03         1.1500000E-05         1.3000000E-04
       1.1000000E+03         5.3000000E-06         7.3000000E-05
       1.2000000E+03         2.6500000E-06         3.8000000E-05
       1.3000000E+03         1.5500000E-06         2.2000000E-05
       1.4000000E+03         1.0800000E-06         1.3500000E-05
       1.5000000E+03         8.0000000E-07         8.4000000E-06
       1.6000000E+03         5.8000000E-07         5.8000000E-06
       1.7000000E+03         4.6500000E-07         3.8000000E-06
       1.8000000E+03         3.6500000E-07         2.4000000E-06
       1.9000000E+03         2.9000000E-07         1.7000000E-06
       2.0000000E+03         2.3000000E-07         1.2500000E-06



END OF PERMANENT ATMOSPHERIC DENSITY REPORT
